Organization,Category,Item,Week,Starting_Quantity,Incoming,Outgoing
Helping Hands,Hygiene,Soap,37,863,98,57
Helping Hands,Hygiene,Soap,38,876,56,43
Helping Hands,Hygiene,Soap,39,907,139,108
Helping Hands,Hygiene,Soap,40,922,109,94
Helping Hands,Hygiene,Soap,41,849,65,138
Helping Hands,Hygiene,Soap,42,867,139,121
Helping Hands,Hygiene,Soap,43,883,78,62
Helping Hands,Hygiene,Soap,44,828,63,118
Helping Hands,Hygiene,Soap,45,854,98,72
Helping Hands,Hygiene,Soap,46,868,74,60
Helping Hands,Hygiene,Soap,47,872,66,62
Helping Hands,Hygiene,Soap,48,832,106,146
Helping Hands,Hygiene,Soap,49,865,130,97
Helping Hands,Hygiene,Soap,50,796,63,132
Helping Hands,Hygiene,Soap,51,796,69,69
Helping Hands,Hygiene,Soap,52,772,68,92
Helping Hands,Hygiene,Soap,53,761,105,116
Helping Hands,Hygiene,Soap,54,830,131,62
Helping Hands,Hygiene,Soap,55,792,111,149
Helping Hands,Hygiene,Soap,56,732,82,142
Helping Hands,Hygiene,Soap,57,687,67,112
Helping Hands,Hygiene,Soap,58,698,82,71
Helping Hands,Hygiene,Soap,59,715,110,93
Helping Hands,Hygiene,Soap,60,723,66,58
Helping Hands,Hygiene,Soap,61,754,140,109
Helping Hands,Hygiene,Soap,62,743,148,159
Helping Hands,Hygiene,Soap,63,703,83,123
Helping Hands,Hygiene,Soap,64,670,74,107
Helping Hands,Hygiene,Soap,65,680,123,113
Helping Hands,Hygiene,Soap,66,693,137,124
Helping Hands,Hygiene,Soap,67,623,60,130
Helping Hands,Hygiene,Soap,68,559,65,129
Helping Hands,Hygiene,Soap,69,536,110,133
Helping Hands,Hygiene,Soap,70,619,129,46
Helping Hands,Hygiene,Soap,71,546,65,138
Helping Hands,Hygiene,Soap,72,532,65,79
Helping Hands,Hygiene,Soap,73,519,61,74
Helping Hands,Hygiene,Soap,74,500,70,89
Helping Hands,Hygiene,Soap,75,453,92,139
Helping Hands,Hygiene,Soap,76,448,66,71
Helping Hands,Hygiene,Soap,77,493,90,45
Helping Hands,Hygiene,Soap,78,564,137,66
Helping Hands,Hygiene,Soap,79,569,69,64
Helping Hands,Hygiene,Soap,80,636,115,48
Helping Hands,Hygiene,Soap,81,685,141,92
Helping Hands,Hygiene,Soap,82,718,110,77
Helping Hands,Hygiene,Soap,83,647,52,123
Helping Hands,Hygiene,Soap,84,624,119,142
Helping Hands,Hygiene,Soap,85,676,146,94
Helping Hands,Hygiene,Soap,86,586,50,140
Helping Hands,Hygiene,Soap,87,621,119,84
Helping Hands,Hygiene,Soap,88,682,147,86
Helping Hands,Hygiene,Soap,89,662,128,148
Helping Hands,Hygiene,Soap,90,684,75,53
Helping Hands,Hygiene,Soap,91,677,103,110
Helping Hands,Hygiene,Soap,92,702,95,70
Helping Hands,Hygiene,Soap,93,741,137,98
Helping Hands,Hygiene,Soap,94,817,144,68
Helping Hands,Hygiene,Soap,95,906,145,56
Helping Hands,Hygiene,Soap,96,826,63,143
Helping Hands,Hygiene,Soap,97,814,85,97
Helping Hands,Hygiene,Soap,98,739,73,148
Helping Hands,Hygiene,Soap,99,694,112,157
Helping Hands,Hygiene,Soap,100,770,140,64
Helping Hands,Hygiene,Soap,101,807,108,71
Helping Hands,Hygiene,Soap,102,789,131,149
Helping Hands,Hygiene,Soap,103,780,67,76
Helping Hands,Hygiene,Soap,104,807,75,48
Helping Hands,Hygiene,Toothpaste,1,528,113,111
Helping Hands,Hygiene,Toothpaste,2,504,69,93
Helping Hands,Hygiene,Toothpaste,3,517,135,122
Helping Hands,Hygiene,Toothpaste,4,504,79,92
Helping Hands,Hygiene,Toothpaste,5,507,141,138
Helping Hands,Hygiene,Toothpaste,6,569,112,50
Helping Hands,Hygiene,Toothpaste,7,561,80,88
Helping Hands,Hygiene,Toothpaste,8,577,149,133
Helping Hands,Hygiene,Toothpaste,9,655,136,58
Helping Hands,Hygiene,Toothpaste,10,662,61,54
Helping Hands,Hygiene,Toothpaste,11,660,80,82
Helping Hands,Hygiene,Toothpaste,12,628,86,118
Helping Hands,Hygiene,Toothpaste,13,553,78,153
Helping Hands,Hygiene,Toothpaste,14,481,75,147
Helping Hands,Hygiene,Toothpaste,15,409,51,123
Helping Hands,Hygiene,Toothpaste,16,318,64,155
Helping Hands,Hygiene,Toothpaste,17,246,53,125
Helping Hands,Hygiene,Toothpaste,18,268,99,77
Helping Hands,Hygiene,Toothpaste,19,242,72,98
Helping Hands,Hygiene,Toothpaste,20,227,139,154
Helping Hands,Hygiene,Toothpaste,21,284,124,67
Helping Hands,Hygiene,Toothpaste,22,352,115,47
Helping Hands,Hygiene,Toothpaste,23,380,78,50
Helping Hands,Hygiene,Toothpaste,24,353,67,94
Helping Hands,Hygiene,Toothpaste,25,399,99,53
Helping Hands,Hygiene,Toothpaste,26,384,123,138
Helping Hands,Hygiene,Toothpaste,27,304,58,138
Helping Hands,Hygiene,Toothpaste,28,262,60,102
Helping Hands,Hygiene,Toothpaste,29,281,125,106
Helping Hands,Hygiene,Toothpaste,30,305,102,78
Helping Hands,Hygiene,Toothpaste,31,337,127,95
Helping Hands,Hygiene,Toothpaste,32,300,77,114
Helping Hands,Hygiene,Toothpaste,33,324,88,64
Helping Hands,Hygiene,Toothpaste,34,345,70,49
Helping Hands,Hygiene,Toothpaste,35,383,92,54
Helping Hands,Hygiene,Toothpaste,36,428,132,87
Helping Hands,Hygiene,Toothpaste,37,503,135,60
Helping Hands,Hygiene,Toothpaste,38,457,109,155
Helping Hands,Hygiene,Toothpaste,39,513,145,89
Helping Hands,Hygiene,Toothpaste,40,533,72,52
Helping Hands,Hygiene,Toothpaste,41,608,118,43
Helping Hands,Hygiene,Toothpaste,42,632,141,117
Helping Hands,Hygiene,Toothpaste,43,705,121,48
Helping Hands,Hygiene,Toothpaste,44,649,84,140
Helping Hands,Hygiene,Toothpaste,45,622,70,97
Helping Hands,Hygiene,Toothpaste,46,553,67,136
Helping Hands,Hygiene,Toothpaste,47,520,121,154
Helping Hands,Hygiene,Toothpaste,48,568,130,82
Helping Hands,Hygiene,Toothpaste,49,575,144,137
Helping Hands,Hygiene,Toothpaste,50,505,55,125
Helping Hands,Hygiene,Toothpaste,51,526,127,106
Helping Hands,Hygiene,Toothpaste,52,448,61,139
Helping Hands,Hygiene,Toothpaste,53,361,61,148
Helping Hands,Hygiene,Toothpaste,54,435,115,41
Helping Hands,Hygiene,Toothpaste,55,437,64,62
Helping Hands,Hygiene,Toothpaste,56,395,78,120
Helping Hands,Hygiene,Toothpaste,57,494,145,46
Helping Hands,Hygiene,Toothpaste,58,570,143,67
Helping Hands,Hygiene,Toothpaste,59,550,63,83
Helping Hands,Hygiene,Toothpaste,60,509,79,120
Helping Hands,Hygiene,Toothpaste,61,441,81,149
Helping Hands,Hygiene,Toothpaste,62,406,119,154
Helping Hands,Hygiene,Toothpaste,63,498,137,45
Helping Hands,Hygiene,Toothpaste,64,453,76,121
Helping Hands,Hygiene,Toothpaste,65,450,137,140
Helping Hands,Hygiene,Toothpaste,66,382,73,141
Helping Hands,Hygiene,Toothpaste,67,386,83,79
Helping Hands,Hygiene,Toothpaste,68,364,96,118
Helping Hands,Hygiene,Toothpaste,69,363,124,125
Helping Hands,Hygiene,Toothpaste,70,332,73,104
Helping Hands,Hygiene,Toothpaste,71,316,67,83
Helping Hands,Hygiene,Toothpaste,72,345,125,96
Helping Hands,Hygiene,Toothpaste,73,279,77,143
Helping Hands,Hygiene,Toothpaste,74,337,120,62
Helping Hands,Hygiene,Toothpaste,75,398,134,73
Helping Hands,Hygiene,Toothpaste,76,333,60,125
Helping Hands,Hygiene,Toothpaste,77,262,84,155
Helping Hands,Hygiene,Toothpaste,78,323,142,81
Helping Hands,Hygiene,Toothpaste,79,279,77,121
Helping Hands,Hygiene,Toothpaste,80,285,127,121
Helping Hands,Hygiene,Toothpaste,81,363,141,63
Helping Hands,Hygiene,Toothpaste,82,275,57,145
Helping Hands,Hygiene,Toothpaste,83,266,102,111
Helping Hands,Hygiene,Toothpaste,84,189,53,130
Helping Hands,Hygiene,Toothpaste,85,294,149,44
Helping Hands,Hygiene,Toothpaste,86,352,146,88
Helping Hands,Hygiene,Toothpaste,87,430,147,69
Helping Hands,Hygiene,Toothpaste,88,409,121,142
Helping Hands,Hygiene,Toothpaste,89,435,112,86
Helping Hands,Hygiene,Toothpaste,90,414,75,96
Helping Hands,Hygiene,Toothpaste,91,363,86,137
Helping Hands,Hygiene,Toothpaste,92,340,56,79
Helping Hands,Hygiene,Toothpaste,93,403,141,78
Helping Hands,Hygiene,Toothpaste,94,372,111,142
Helping Hands,Hygiene,Toothpaste,95,396,141,117
Helping Hands,Hygiene,Toothpaste,96,345,102,153
Helping Hands,Hygiene,Toothpaste,97,253,53,145
Helping Hands,Hygiene,Toothpaste,98,237,131,147
Helping Hands,Hygiene,Toothpaste,99,265,74,46
Helping Hands,Hygiene,Toothpaste,100,234,77,108
Helping Hands,Hygiene,Toothpaste,101,203,116,147
Helping Hands,Hygiene,Toothpaste,102,197,144,150
Helping Hands,Hygiene,Toothpaste,103,144,69,122
Helping Hands,Hygiene,Toothpaste,104,61,60,143
Helping Hands,Hygiene,Shampoo,1,712,136,46
Helping Hands,Hygiene,Shampoo,2,684,72,100
Helping Hands,Hygiene,Shampoo,3,655,120,149
Helping Hands,Hygiene,Shampoo,4,593,83,145
Helping Hands,Hygiene,Shampoo,5,564,68,97
Helping Hands,Hygiene,Shampoo,6,535,58,87
Helping Hands,Hygiene,Shampoo,7,586,131,80
Helping Hands,Hygiene,Shampoo,8,599,97,84
Helping Hands,Hygiene,Shampoo,9,518,74,155
Helping Hands,Hygiene,Shampoo,10,498,127,147
Helping Hands,Hygiene,Shampoo,11,514,74,58
Helping Hands,Hygiene,Shampoo,12,444,88,158
Helping Hands,Hygiene,Shampoo,13,453,128,119
Helping Hands,Hygiene,Shampoo,14,386,76,143
Helping Hands,Hygiene,Shampoo,15,407,123,102
Helping Hands,Hygiene,Shampoo,16,370,117,154
Helping Hands,Hygiene,Shampoo,17,371,68,67
Helping Hands,Hygiene,Shampoo,18,355,134,150
Helping Hands,Hygiene,Shampoo,19,410,127,72
Helping Hands,Hygiene,Shampoo,20,347,59,122
Helping Hands,Hygiene,Shampoo,21,365,79,61
Helping Hands,Hygiene,Shampoo,22,277,52,140
Helping Hands,Hygiene,Shampoo,23,294,131,114
Helping Hands,Hygiene,Shampoo,24,350,97,41
Helping Hands,Hygiene,Shampoo,25,382,125,93
Helping Hands,Hygiene,Shampoo,26,291,55,146
Helping Hands,Hygiene,Shampoo,27,233,89,147
Helping Hands,Hygiene,Shampoo,28,242,142,133
Helping Hands,Hygiene,Shampoo,29,181,51,112
Helping Hands,Hygiene,Shampoo,30,100,51,132
Helping Hands,Hygiene,Shampoo,31,133,146,113
Helping Hands,Hygiene,Shampoo,32,133,147,147
Helping Hands,Hygiene,Shampoo,33,126,104,111
Helping Hands,Hygiene,Shampoo,34,99,109,136
Helping Hands,Hygiene,Shampoo,35,7,55,147
Helping Hands,Hygiene,Shampoo,36,0,68,135
Helping Hands,Hygiene,Shampoo,37,36,76,40
Helping Hands,Hygiene,Shampoo,38,39,82,79
Helping Hands,Hygiene,Shampoo,39,12,81,108
Helping Hands,Hygiene,Shampoo,40,31,66,47
Helping Hands,Hygiene,Shampoo,41,56,106,81
Helping Hands,Hygiene,Shampoo,42,155,147,48
Helping Hands,Hygiene,Shampoo,43,217,136,74
Helping Hands,Hygiene,Shampoo,44,219,120,118
Helping Hands,Hygiene,Shampoo,45,228,102,93
Helping Hands,Hygiene,Shampoo,46,208,133,153
Helping Hands,Hygiene,Shampoo,47,176,74,106
Helping Hands,Hygiene,Shampoo,48,193,111,94
Helping Hands,Hygiene,Shampoo,49,225,95,63
Helping Hands,Hygiene,Shampoo,50,287,147,85
Helping Hands,Hygiene,Shampoo,51,308,71,50
Helping Hands,Hygiene,Shampoo,52,358,97,47
Helping Hands,Hygiene,Shampoo,53,300,88,146
Helping Hands,Hygiene,Shampoo,54,296,84,88
Helping Hands,Hygiene,Shampoo,55,314,95,77
Helping Hands,Hygiene,Shampoo,56,278,57,93
Helping Hands,Hygiene,Shampoo,57,234,86,130
Helping Hands,Hygiene,Shampoo,58,296,141,79
Helping Hands,Hygiene,Shampoo,59,244,83,135
Helping Hands,Hygiene,Shampoo,60,225,128,147
Helping Hands,Hygiene,Shampoo,61,219,66,72
Helping Hands,Hygiene,Shampoo,62,166,96,149
Helping Hands,Hygiene,Shampoo,63,110,101,157
Helping Hands,Hygiene,Shampoo,64,107,129,132
Helping Hands,Hygiene,Shampoo,65,93,58,72
Helping Hands,Hygiene,Shampoo,66,50,109,152
Helping Hands,Hygiene,Shampoo,67,76,142,116
Helping Hands,Hygiene,Shampoo,68,49,70,97
Helping Hands,Hygiene,Shampoo,69,75,134,108
Helping Hands,Hygiene,Shampoo,70,89,59,45
Helping Hands,Hygiene,Shampoo,71,47,62,104
Helping Hands,Hygiene,Shampoo,72,20,69,96
Helping Hands,Hygiene,Shampoo,73,68,95,47
Helping Hands,Hygiene,Shampoo,74,15,59,112
Helping Hands,Hygiene,Shampoo,75,81,116,50
Helping Hands,Hygiene,Shampoo,76,93,61,49
Helping Hands,Hygiene,Shampoo,77,79,74,88
Helping Hands,Hygiene,Shampoo,78,49,98,128
Helping Hands,Hygiene,Shampoo,79,8,60,101
Helping Hands,Hygiene,Shampoo,80,15,85,78
Helping Hands,Hygiene,Shampoo,81,0,102,129
Helping Hands,Hygiene,Shampoo,82,0,127,142
Helping Hands,Hygiene,Shampoo,83,0,105,143
Helping Hands,Hygiene,Shampoo,84,0,50,95
Helping Hands,Hygiene,Shampoo,85,0,53,69
Helping Hands,Hygiene,Shampoo,86,0,61,159
Helping Hands,Hygiene,Shampoo,87,0,84,116
Helping Hands,Hygiene,Shampoo,88,31,101,70
Helping Hands,Hygiene,Shampoo,89,60,136,107
Helping Hands,Hygiene,Shampoo,90,42,101,119
Helping Hands,Hygiene,Shampoo,91,37,56,61
Helping Hands,Hygiene,Shampoo,92,65,142,114
Helping Hands,Hygiene,Shampoo,93,34,105,136
Helping Hands,Hygiene,Shampoo,94,9,107,132
Helping Hands,Hygiene,Shampoo,95,0,113,142
Helping Hands,Hygiene,Shampoo,96,15,61,46
Helping Hands,Hygiene,Shampoo,97,0,104,142
Helping Hands,Hygiene,Shampoo,98,0,111,151
Helping Hands,Hygiene,Shampoo,99,0,139,143
Helping Hands,Hygiene,Shampoo,100,0,122,144
Helping Hands,Hygiene,Shampoo,101,0,147,148
Helping Hands,Hygiene,Shampoo,102,32,126,94
Helping Hands,Hygiene,Shampoo,103,0,85,128
Helping Hands,Hygiene,Shampoo,104,0,73,83
Helping Hands,Hygiene,Sanitary Pads,1,443,51,52
Helping Hands,Hygiene,Sanitary Pads,2,391,80,132
Helping Hands,Hygiene,Sanitary Pads,3,369,77,99
Helping Hands,Hygiene,Sanitary Pads,4,391,76,54
Helping Hands,Hygiene,Sanitary Pads,5,392,144,143
Helping Hands,Hygiene,Sanitary Pads,6,448,128,72
Helping Hands,Hygiene,Sanitary Pads,7,436,69,81
Helping Hands,Hygiene,Sanitary Pads,8,357,61,140
Helping Hands,Hygiene,Sanitary Pads,9,417,122,62
Helping Hands,Hygiene,Sanitary Pads,10,403,121,135
Helping Hands,Hygiene,Sanitary Pads,11,336,63,130
Helping Hands,Hygiene,Sanitary Pads,12,294,74,116
Helping Hands,Hygiene,Sanitary Pads,13,280,134,148
Helping Hands,Hygiene,Sanitary Pads,14,220,80,140
Helping Hands,Hygiene,Sanitary Pads,15,279,103,44
Helping Hands,Hygiene,Sanitary Pads,16,274,62,67
Helping Hands,Hygiene,Sanitary Pads,17,238,92,128
Helping Hands,Hygiene,Sanitary Pads,18,300,148,86
Helping Hands,Hygiene,Sanitary Pads,19,343,120,77
Helping Hands,Hygiene,Sanitary Pads,20,382,145,106
Helping Hands,Hygiene,Sanitary Pads,21,345,111,148
Helping Hands,Hygiene,Sanitary Pads,22,357,88,76
Helping Hands,Hygiene,Sanitary Pads,23,445,135,47
Helping Hands,Hygiene,Sanitary Pads,24,484,130,91
Helping Hands,Hygiene,Sanitary Pads,25,552,140,72
Helping Hands,Hygiene,Sanitary Pads,26,601,130,81
Helping Hands,Hygiene,Sanitary Pads,27,575,125,151
Helping Hands,Hygiene,Sanitary Pads,28,500,76,151
Helping Hands,Hygiene,Sanitary Pads,29,495,57,62
Helping Hands,Hygiene,Sanitary Pads,30,476,113,132
Helping Hands,Hygiene,Sanitary Pads,31,490,69,55
Helping Hands,Hygiene,Sanitary Pads,32,437,66,119
Helping Hands,Hygiene,Sanitary Pads,33,346,68,159
Helping Hands,Hygiene,Sanitary Pads,34,326,57,77
Helping Hands,Hygiene,Sanitary Pads,35,321,87,92
Helping Hands,Hygiene,Sanitary Pads,36,319,142,144
Helping Hands,Hygiene,Sanitary Pads,37,339,149,129
Helping Hands,Hygiene,Sanitary Pads,38,336,80,83
Helping Hands,Hygiene,Sanitary Pads,39,330,109,115
Helping Hands,Hygiene,Sanitary Pads,40,278,66,118
Helping Hands,Hygiene,Sanitary Pads,41,322,122,78
Helping Hands,Hygiene,Sanitary Pads,42,326,91,87
Helping Hands,Hygiene,Sanitary Pads,43,252,61,135
Helping Hands,Hygiene,Sanitary Pads,44,248,138,142
Helping Hands,Hygiene,Sanitary Pads,45,197,67,118
Helping Hands,Hygiene,Sanitary Pads,46,297,145,45
Helping Hands,Hygiene,Sanitary Pads,47,234,92,155
Helping Hands,Hygiene,Sanitary Pads,48,181,84,137
Helping Hands,Hygiene,Sanitary Pads,49,183,103,101
Helping Hands,Hygiene,Sanitary Pads,50,180,118,121
Helping Hands,Hygiene,Sanitary Pads,51,198,65,47
Helping Hands,Hygiene,Sanitary Pads,52,201,138,135
Helping Hands,Hygiene,Sanitary Pads,53,185,139,155
Helping Hands,Hygiene,Sanitary Pads,54,250,135,70
Helping Hands,Hygiene,Sanitary Pads,55,214,59,95
Helping Hands,Hygiene,Sanitary Pads,56,183,125,156
Helping Hands,Hygiene,Sanitary Pads,57,215,141,109
Helping Hands,Hygiene,Sanitary Pads,58,240,69,44
Helping Hands,Hygiene,Sanitary Pads,59,264,72,48
Helping Hands,Hygiene,Sanitary Pads,60,273,107,98
Helping Hands,Hygiene,Sanitary Pads,61,296,142,119
Helping Hands,Hygiene,Sanitary Pads,62,314,103,85
Helping Hands,Hygiene,Sanitary Pads,63,282,71,103
Helping Hands,Hygiene,Sanitary Pads,64,280,57,59
Helping Hands,Hygiene,Sanitary Pads,65,263,100,117
Helping Hands,Hygiene,Sanitary Pads,66,275,88,76
Helping Hands,Hygiene,Sanitary Pads,67,301,99,73
Helping Hands,Hygiene,Sanitary Pads,68,268,124,157
Helping Hands,Hygiene,Sanitary Pads,69,280,82,70
Helping Hands,Hygiene,Sanitary Pads,70,300,103,83
Helping Hands,Hygiene,Sanitary Pads,71,230,83,153
Helping Hands,Hygiene,Sanitary Pads,72,198,120,152
Helping Hands,Hygiene,Sanitary Pads,73,247,111,62
Helping Hands,Hygiene,Sanitary Pads,74,247,95,95
Helping Hands,Hygiene,Sanitary Pads,75,146,56,157
Helping Hands,Hygiene,Sanitary Pads,76,184,138,100
Helping Hands,Hygiene,Sanitary Pads,77,159,52,77
Helping Hands,Hygiene,Sanitary Pads,78,219,133,73
Helping Hands,Hygiene,Sanitary Pads,79,165,93,147
Helping Hands,Hygiene,Sanitary Pads,80,188,79,56
Helping Hands,Hygiene,Sanitary Pads,81,247,108,49
Helping Hands,Hygiene,Sanitary Pads,82,272,148,123
Helping Hands,Hygiene,Sanitary Pads,83,255,67,84
Helping Hands,Hygiene,Sanitary Pads,84,297,140,98
Helping Hands,Hygiene,Sanitary Pads,85,310,111,98
Helping Hands,Hygiene,Sanitary Pads,86,269,98,139
Helping Hands,Hygiene,Sanitary Pads,87,255,112,126
Helping Hands,Hygiene,Sanitary Pads,88,287,81,49
Helping Hands,Hygiene,Sanitary Pads,89,206,60,141
Helping Hands,Hygiene,Sanitary Pads,90,181,119,144
Helping Hands,Hygiene,Sanitary Pads,91,206,111,86
Helping Hands,Hygiene,Sanitary Pads,92,150,83,139
Helping Hands,Hygiene,Sanitary Pads,93,73,66,143
Helping Hands,Hygiene,Sanitary Pads,94,61,103,115
Helping Hands,Hygiene,Sanitary Pads,95,116,134,79
Helping Hands,Hygiene,Sanitary Pads,96,78,68,106
Helping Hands,Hygiene,Sanitary Pads,97,117,131,92
Helping Hands,Hygiene,Sanitary Pads,98,108,113,122
Helping Hands,Hygiene,Sanitary Pads,99,159,96,45
Helping Hands,Hygiene,Sanitary Pads,100,113,65,111
Helping Hands,Hygiene,Sanitary Pads,101,89,67,91
Helping Hands,Hygiene,Sanitary Pads,102,104,97,82
Helping Hands,Hygiene,Sanitary Pads,103,104,88,88
Helping Hands,Hygiene,Sanitary Pads,104,17,61,148
Helping Hands,Hygiene,Toothbrush,1,408,120,149
Helping Hands,Hygiene,Toothbrush,2,472,104,40
Helping Hands,Hygiene,Toothbrush,3,495,98,75
Helping Hands,Hygiene,Toothbrush,4,489,70,76
Helping Hands,Hygiene,Toothbrush,5,468,73,94
Helping Hands,Hygiene,Toothbrush,6,496,74,46
Helping Hands,Hygiene,Toothbrush,7,494,130,132
Helping Hands,Hygiene,Toothbrush,8,527,143,110
Helping Hands,Hygiene,Toothbrush,9,563,146,110
Helping Hands,Hygiene,Toothbrush,10,586,73,50
Helping Hands,Hygiene,Toothbrush,11,657,122,51
Helping Hands,Hygiene,Toothbrush,12,639,84,102
Helping Hands,Hygiene,Toothbrush,13,617,117,139
Helping Hands,Hygiene,Toothbrush,14,662,141,96
Helping Hands,Hygiene,Toothbrush,15,662,62,62
Helping Hands,Hygiene,Toothbrush,16,649,132,145
Helping Hands,Hygiene,Toothbrush,17,610,88,127
Helping Hands,Hygiene,Toothbrush,18,603,129,136
Helping Hands,Hygiene,Toothbrush,19,591,61,73
Helping Hands,Hygiene,Toothbrush,20,597,120,114
Helping Hands,Hygiene,Toothbrush,21,545,80,132
Helping Hands,Hygiene,Toothbrush,22,604,111,52
Helping Hands,Hygiene,Toothbrush,23,643,80,41
Helping Hands,Hygiene,Toothbrush,24,611,64,96
Helping Hands,Hygiene,Toothbrush,25,662,124,73
Helping Hands,Hygiene,Toothbrush,26,665,117,114
Helping Hands,Hygiene,Toothbrush,27,638,78,105
Helping Hands,Hygiene,Toothbrush,28,625,65,78
Helping Hands,Hygiene,Toothbrush,29,675,126,76
Helping Hands,Hygiene,Toothbrush,30,745,130,60
Helping Hands,Hygiene,Toothbrush,31,780,93,58
Helping Hands,Hygiene,Toothbrush,32,759,120,141
Helping Hands,Hygiene,Toothbrush,33,700,57,116
Helping Hands,Hygiene,Toothbrush,34,735,115,80
Helping Hands,Hygiene,Toothbrush,35,732,124,127
Helping Hands,Hygiene,Toothbrush,36,751,119,100
Helping Hands,Hygiene,Toothbrush,37,716,75,110
Helping Hands,Hygiene,Toothbrush,38,739,132,109
Helping Hands,Hygiene,Toothbrush,39,671,78,146
Helping Hands,Hygiene,Toothbrush,40,728,115,58
Helping Hands,Hygiene,Toothbrush,41,748,117,97
Helping Hands,Hygiene,Toothbrush,42,715,119,152
Helping Hands,Hygiene,Toothbrush,43,745,106,76
Helping Hands,Hygiene,Toothbrush,44,724,110,131
Helping Hands,Hygiene,Toothbrush,45,693,79,110
Helping Hands,Hygiene,Toothbrush,46,751,122,64
Helping Hands,Hygiene,Toothbrush,47,793,146,104
Helping Hands,Hygiene,Toothbrush,48,791,55,57
Helping Hands,Hygiene,Toothbrush,49,719,59,131
Helping Hands,Hygiene,Toothbrush,50,643,60,136
Helping Hands,Hygiene,Toothbrush,51,641,114,116
Helping Hands,Hygiene,Toothbrush,52,670,133,104
Helping Hands,Hygiene,Toothbrush,53,665,101,106
Helping Hands,Hygiene,Toothbrush,54,652,131,144
Helping Hands,Hygiene,Toothbrush,55,709,127,70
Helping Hands,Hygiene,Toothbrush,56,793,140,56
Helping Hands,Hygiene,Toothbrush,57,748,104,149
Helping Hands,Hygiene,Toothbrush,58,815,142,75
Helping Hands,Hygiene,Toothbrush,59,798,75,92
Helping Hands,Hygiene,Toothbrush,60,739,66,125
Helping Hands,Hygiene,Toothbrush,61,772,74,41
Helping Hands,Hygiene,Toothbrush,62,863,135,44
Helping Hands,Hygiene,Toothbrush,63,841,53,75
Helping Hands,Hygiene,Toothbrush,64,741,55,155
Helping Hands,Hygiene,Toothbrush,65,695,70,116
Helping Hands,Hygiene,Toothbrush,66,768,138,65
Helping Hands,Hygiene,Toothbrush,67,794,104,78
Helping Hands,Hygiene,Toothbrush,68,855,133,72
Helping Hands,Hygiene,Toothbrush,69,823,63,95
Helping Hands,Hygiene,Toothbrush,70,852,149,120
Helping Hands,Hygiene,Toothbrush,71,837,70,85
Helping Hands,Hygiene,Toothbrush,72,753,65,149
Helping Hands,Hygiene,Toothbrush,73,659,65,159
Helping Hands,Hygiene,Toothbrush,74,724,133,68
Helping Hands,Hygiene,Toothbrush,75,818,141,47
Helping Hands,Hygiene,Toothbrush,76,913,137,42
Helping Hands,Hygiene,Toothbrush,77,993,138,58
Helping Hands,Hygiene,Toothbrush,78,1034,146,105
Helping Hands,Hygiene,Toothbrush,79,1037,128,125
Helping Hands,Hygiene,Toothbrush,80,1039,123,121
Helping Hands,Hygiene,Toothbrush,81,1025,71,85
Helping Hands,Hygiene,Toothbrush,82,1113,140,52
Helping Hands,Hygiene,Toothbrush,83,1151,82,44
Helping Hands,Hygiene,Toothbrush,84,1174,139,116
Helping Hands,Hygiene,Toothbrush,85,1133,76,117
Helping Hands,Hygiene,Toothbrush,86,1100,73,106
Helping Hands,Hygiene,Toothbrush,87,1060,112,152
Helping Hands,Hygiene,Toothbrush,88,1065,143,138
Helping Hands,Hygiene,Toothbrush,89,1060,97,102
Helping Hands,Hygiene,Toothbrush,90,1136,127,51
Helping Hands,Hygiene,Toothbrush,91,1130,77,83
Helping Hands,Hygiene,Toothbrush,92,1190,142,82
Helping Hands,Hygiene,Toothbrush,93,1177,66,79
Helping Hands,Hygiene,Toothbrush,94,1151,98,124
Helping Hands,Hygiene,Toothbrush,95,1131,106,126
Helping Hands,Hygiene,Toothbrush,96,1161,133,103
Helping Hands,Hygiene,Toothbrush,97,1189,124,96
Helping Hands,Hygiene,Toothbrush,98,1223,147,113
Helping Hands,Hygiene,Toothbrush,99,1200,123,146
Helping Hands,Hygiene,Toothbrush,100,1180,119,139
Helping Hands,Hygiene,Toothbrush,101,1202,137,115
Helping Hands,Hygiene,Toothbrush,102,1136,92,158
Helping Hands,Hygiene,Toothbrush,103,1142,72,66
Helping Hands,Hygiene,Toothbrush,104,1101,107,148
Safe Shelter,Food,Rice,1,543,55,104
Safe Shelter,Food,Rice,2,509,55,89
Safe Shelter,Food,Rice,3,436,71,144
Safe Shelter,Food,Rice,4,509,137,64
Safe Shelter,Food,Rice,5,508,128,129
Safe Shelter,Food,Rice,6,539,121,90
Safe Shelter,Food,Rice,7,589,137,87
Safe Shelter,Food,Rice,8,551,119,157
Safe Shelter,Food,Rice,9,554,148,145
Safe Shelter,Food,Rice,10,569,114,99
Safe Shelter,Food,Rice,11,589,95,75
Safe Shelter,Food,Rice,12,581,107,115
Safe Shelter,Food,Rice,13,618,87,50
Safe Shelter,Food,Rice,14,598,61,81
Safe Shelter,Food,Rice,15,576,88,110
Safe Shelter,Food,Rice,16,561,60,75
Safe Shelter,Food,Rice,17,592,101,70
Safe Shelter,Food,Rice,18,622,82,52
Safe Shelter,Food,Rice,19,609,67,80
Safe Shelter,Food,Rice,20,621,107,95
Safe Shelter,Food,Rice,21,582,73,112
